employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score
5488,Technology,region_10,Master's & above,f,sourcing,1,30,1.0,3,0,82
42005,Finance,region_26,Bachelor's,f,sourcing,1,30,3.0,4,0,62
37297,Sales & Marketing,region_2,Master's & above,m,other,2,46,3.0,6,0,48
47574,Finance,region_2,Bachelor's,m,sourcing,1,31,3.0,3,0,60
5943,Operations,region_8,Master's & above,f,other,2,44,3.0,11,0,73
70152,Analytics,region_15,Bachelor's,f,other,1,30,2.0,3,0,86
56875,Procurement,region_2,Bachelor's,f,other,2,30,1.0,4,0,71
4187,Sales & Marketing,region_7,Bachelor's,m,other,2,44,2.0,11,0,51
26320,Sales & Marketing,region_2,,f,sourcing,3,25,,1,0,50
22593,Operations,region_5,Master's & above,f,other,1,38,5.0,3,0,58
50812,Procurement,region_7,Master's & above,m,other,1,46,2.0,5,0,72
15963,Procurement,region_22,Master's & above,f,sourcing,1,31,3.0,6,0,68
16765,Analytics,region_24,Bachelor's,m,other,1,29,1.0,2,1,84
25453,Analytics,region_26,Bachelor's,m,sourcing,1,40,3.0,6,0,84
1981,Sales & Marketing,region_11,Bachelor's,m,other,1,32,5.0,9,0,48
72723,Sales & Marketing,region_22,Bachelor's,f,other,1,27,,1,0,49
4293,Operations,region_22,Bachelor's,m,sourcing,1,30,4.0,5,0,61
48037,Technology,region_27,Master's & above,m,other,2,44,4.0,4,0,80
15989,Operations,region_19,Bachelor's,m,other,1,47,4.0,2,0,56
68241,Technology,region_4,Bachelor's,f,sourcing,1,46,3.0,16,0,77
75757,Legal,region_2,Master's & above,f,other,1,36,5.0,7,0,58
31322,HR,region_2,Master's & above,f,other,1,36,4.0,4,0,54
11242,Procurement,region_5,Bachelor's,m,other,1,32,4.0,8,0,88
44123,Analytics,region_22,Bachelor's,m,sourcing,2,27,2.0,4,0,84
186,Technology,region_8,Bachelor's,m,other,1,30,3.0,3,0,79
39984,Technology,region_24,Bachelor's,m,other,1,27,3.0,3,0,78
38091,Sales & Marketing,region_2,Master's & above,f,sourcing,1,39,3.0,10,0,47
2873,Procurement,region_22,Master's & above,f,other,3,32,3.0,3,0,64
69007,Sales & Marketing,region_29,Bachelor's,m,other,1,47,3.0,3,0,54
64607,Operations,region_15,,m,other,1,34,5.0,10,0,71
17077,Sales & Marketing,region_13,Master's & above,m,sourcing,1,43,3.0,5,0,51
44092,Technology,region_14,Bachelor's,f,other,1,27,4.0,2,0,81
70249,Technology,region_4,Master's & above,m,other,2,50,2.0,17,0,81
20617,Operations,region_32,Bachelor's,m,other,1,34,5.0,6,0,62
45435,Sales & Marketing,region_13,Bachelor's,m,other,1,29,5.0,4,0,52
67341,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,26,3.0,6,0,48
12706,Procurement,region_17,Master's & above,f,other,1,38,4.0,5,0,65
39689,Technology,region_31,Master's & above,m,sourcing,3,43,3.0,6,0,84
4144,HR,region_11,Bachelor's,f,other,1,32,5.0,7,0,47
60180,HR,region_15,Bachelor's,m,sourcing,1,30,2.0,6,0,51
34500,Operations,region_4,Master's & above,m,other,2,45,5.0,14,0,57
55895,Operations,region_2,Bachelor's,m,other,1,41,5.0,3,0,65
45132,HR,region_26,Bachelor's,m,other,1,32,2.0,3,0,49
76636,Operations,region_2,Bachelor's,f,other,1,31,,1,0,56
73170,Operations,region_2,Bachelor's,m,sourcing,1,56,3.0,3,0,61
20663,Analytics,region_4,Bachelor's,m,other,1,29,3.0,5,0,84
61243,Operations,region_13,Bachelor's,m,other,1,30,3.0,4,0,61
70334,Sales & Marketing,region_31,Bachelor's,m,other,1,29,,1,0,50
64139,Sales & Marketing,region_23,Bachelor's,m,other,1,26,5.0,2,0,59
6328,R&D,region_2,Bachelor's,m,sourcing,2,42,3.0,3,0,84
44890,Operations,region_12,Bachelor's,m,sourcing,1,34,2.0,3,0,63
24002,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,32,3.0,7,0,54
41004,Analytics,region_2,Bachelor's,m,sourcing,2,29,3.0,2,0,84
18845,Analytics,region_22,Bachelor's,m,other,2,26,2.0,3,0,84
37978,Analytics,region_28,Master's & above,m,other,2,41,3.0,8,1,90
14942,Sales & Marketing,region_32,Bachelor's,f,other,1,31,5.0,4,0,52
26889,R&D,region_4,Master's & above,m,other,1,37,4.0,3,0,86
1034,Sales & Marketing,region_2,Master's & above,f,other,1,41,5.0,8,0,51
25527,R&D,region_22,Master's & above,m,sourcing,2,29,,1,0,83
59270,Procurement,region_2,Bachelor's,m,other,1,27,4.0,3,0,71
14200,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,34,5.0,9,0,51
46935,Procurement,region_17,Bachelor's,f,other,1,30,3.0,2,0,72
59146,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,28,5.0,1,0,48
58383,Procurement,region_4,Bachelor's,m,other,1,46,3.0,19,0,72
6676,Procurement,region_7,Bachelor's,m,other,1,28,5.0,4,0,71
56060,Finance,region_2,Bachelor's,m,other,1,32,1.0,4,0,65
59129,Sales & Marketing,region_10,Master's & above,m,other,1,38,3.0,6,0,51
50607,Operations,region_4,Bachelor's,m,sourcing,1,26,3.0,3,0,61
44197,Operations,region_22,Master's & above,m,sourcing,1,37,1.0,7,0,58
48303,Sales & Marketing,region_2,Master's & above,m,other,3,38,3.0,9,0,50
62606,Sales & Marketing,region_22,Bachelor's,m,other,2,26,1.0,2,0,54
30564,Analytics,region_15,Bachelor's,m,sourcing,1,35,3.0,7,0,84
16882,Procurement,region_2,Master's & above,f,other,1,40,2.0,11,0,70
75470,Sales & Marketing,region_22,Master's & above,m,other,1,33,4.0,5,0,54
45799,Sales & Marketing,region_7,Bachelor's,m,referred,1,33,4.0,7,0,46
4156,Sales & Marketing,region_2,,f,sourcing,1,22,,1,0,52
52404,Operations,region_2,Bachelor's,f,sourcing,1,26,3.0,2,0,59
8008,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,27,3.0,3,0,51
74943,Analytics,region_2,Bachelor's,m,other,1,46,3.0,20,0,87
56846,Sales & Marketing,region_2,Master's & above,m,other,4,42,1.0,18,0,46
76296,Operations,region_14,Bachelor's,f,sourcing,1,34,3.0,8,0,57
53967,Sales & Marketing,region_24,Bachelor's,m,other,1,31,4.0,5,0,48
17027,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,31,3.0,4,0,50
7973,Sales & Marketing,region_2,Bachelor's,f,other,1,39,5.0,10,0,49
36682,Technology,region_5,Bachelor's,f,other,1,24,3.0,3,0,79
45836,Analytics,region_26,Bachelor's,m,other,2,27,,1,0,84
65328,Operations,region_7,Bachelor's,m,other,2,46,4.0,6,0,59
13512,Sales & Marketing,region_30,Master's & above,m,other,1,38,1.0,9,0,50
43604,Analytics,region_2,,m,other,2,24,,1,0,89
21921,Technology,region_2,Bachelor's,f,sourcing,1,36,2.0,9,0,84
37078,Sales & Marketing,region_1,Master's & above,f,other,1,32,3.0,4,0,50
54682,Procurement,region_2,Bachelor's,m,other,1,31,5.0,9,0,67
63104,HR,region_27,Bachelor's,f,other,1,30,2.0,6,0,45
12701,Technology,region_14,Bachelor's,f,sourcing,1,45,5.0,7,0,80
63409,Operations,region_2,Master's & above,m,sourcing,1,48,3.0,7,0,62
23284,Technology,region_26,Bachelor's,f,other,1,44,5.0,14,0,76
16264,Operations,region_7,Master's & above,m,sourcing,1,39,2.0,11,0,61
35194,Analytics,region_29,Bachelor's,m,other,1,27,5.0,2,0,84
61693,Procurement,region_7,Master's & above,f,other,1,42,5.0,7,0,66
20233,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,24,3.0,2,0,52
66483,Sales & Marketing,region_1,Bachelor's,m,other,1,39,5.0,8,0,52
70148,Sales & Marketing,region_26,Master's & above,m,other,1,46,3.0,4,0,49
33896,Procurement,region_2,Bachelor's,f,other,1,30,5.0,6,0,67
4808,Technology,region_28,Master's & above,f,other,1,37,4.0,10,0,81
16730,Sales & Marketing,region_1,Master's & above,m,sourcing,1,31,5.0,5,0,50
56650,Procurement,region_4,Bachelor's,f,sourcing,1,30,,1,0,68
50139,Finance,region_29,Bachelor's,m,other,1,31,3.0,2,0,59
48412,Sales & Marketing,region_2,Bachelor's,m,other,1,32,4.0,7,0,51
2637,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,29,2.0,6,0,52
77265,Technology,region_16,Master's & above,m,other,1,35,5.0,5,0,96
72929,Operations,region_26,Bachelor's,f,sourcing,1,27,3.0,7,0,62
38077,Sales & Marketing,region_2,Master's & above,f,other,2,43,5.0,4,0,48
46988,Sales & Marketing,region_4,Master's & above,m,other,1,39,4.0,10,0,52
15818,Sales & Marketing,region_16,Bachelor's,m,other,1,36,2.0,7,0,49
4944,Operations,region_31,Master's & above,m,other,1,42,3.0,15,0,57
7404,Operations,region_22,Bachelor's,m,sourcing,2,32,5.0,2,0,63
8849,Sales & Marketing,region_6,Bachelor's,m,other,1,27,2.0,2,0,51
12802,Analytics,region_13,Master's & above,m,other,1,37,2.0,9,0,87
68311,R&D,region_2,Bachelor's,f,other,1,36,5.0,8,0,82
66425,Procurement,region_17,Bachelor's,f,sourcing,2,28,3.0,3,0,69
56011,Finance,region_2,Bachelor's,f,sourcing,1,28,5.0,4,0,61
6296,Sales & Marketing,region_7,Bachelor's,f,other,1,29,3.0,3,0,48
61377,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,33,1.0,2,0,48
46118,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,33,5.0,7,0,47
20367,Operations,region_15,Bachelor's,m,other,1,42,5.0,20,0,60
12378,Sales & Marketing,region_7,Master's & above,f,other,1,43,1.0,14,0,51
76451,Technology,region_13,Master's & above,m,other,1,36,4.0,3,0,75
9793,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,46,5.0,6,0,46
10631,Sales & Marketing,region_2,,f,sourcing,1,29,5.0,4,0,48
36149,Sales & Marketing,region_2,Master's & above,m,other,1,41,4.0,4,0,47
56932,Procurement,region_16,Bachelor's,f,sourcing,1,30,4.0,2,0,72
31139,Operations,region_7,Bachelor's,m,sourcing,2,40,3.0,13,0,54
308,Operations,region_19,Bachelor's,m,sourcing,2,32,1.0,3,0,60
7227,Procurement,region_23,Master's & above,f,sourcing,1,34,3.0,9,0,68
59801,Procurement,region_17,Bachelor's,f,other,1,50,3.0,3,0,65
12111,Technology,region_2,Bachelor's,m,referred,1,24,4.0,2,0,75
6451,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,34,1.0,7,0,47
37456,Sales & Marketing,region_16,Master's & above,m,other,1,34,1.0,2,1,50
27300,Sales & Marketing,region_26,Bachelor's,m,sourcing,3,32,3.0,5,0,51
65993,Technology,region_7,Bachelor's,f,sourcing,1,32,4.0,7,0,81
73574,Technology,region_3,Bachelor's,f,sourcing,1,30,2.0,7,0,80
41995,Analytics,region_22,Bachelor's,m,sourcing,4,27,4.0,5,0,84
32639,Technology,region_22,Bachelor's,f,sourcing,1,27,,1,1,89
68225,Sales & Marketing,region_2,Bachelor's,m,other,2,50,2.0,7,0,53
53242,Analytics,region_22,Bachelor's,m,sourcing,1,36,1.0,6,0,84
41237,Operations,region_4,Master's & above,m,sourcing,1,40,3.0,5,0,63
1735,Legal,region_2,Bachelor's,m,other,1,40,4.0,5,0,56
24058,Operations,region_2,Bachelor's,m,sourcing,2,58,3.0,16,0,60
70452,Sales & Marketing,region_14,Bachelor's,m,other,1,42,3.0,5,0,50
20195,Operations,region_21,Bachelor's,m,sourcing,1,30,3.0,3,0,63
41919,Sales & Marketing,region_13,Bachelor's,m,other,1,58,3.0,27,0,46
43826,Operations,region_4,Master's & above,m,sourcing,1,44,5.0,13,0,57
35990,Procurement,region_2,,f,other,2,38,5.0,8,0,71
61489,Technology,region_7,Bachelor's,m,sourcing,1,30,2.0,3,0,83
77993,Operations,region_11,,f,other,1,30,3.0,6,0,59
36272,Procurement,region_10,Bachelor's,m,other,1,37,3.0,7,0,69
46284,Procurement,region_16,Master's & above,f,other,1,46,3.0,17,0,67
16188,Operations,region_22,Bachelor's,m,other,2,43,3.0,14,0,56
70859,Operations,region_7,Master's & above,f,sourcing,2,32,4.0,6,0,61
32996,Procurement,region_2,Bachelor's,f,sourcing,2,27,3.0,2,0,70
52797,Procurement,region_15,Master's & above,f,other,1,36,3.0,7,0,69
12346,Procurement,region_13,Master's & above,f,sourcing,1,37,5.0,4,0,74
5552,Operations,region_2,Bachelor's,f,referred,1,33,5.0,5,0,59
43943,Procurement,region_12,Bachelor's,m,sourcing,1,35,3.0,8,0,67
50763,Technology,region_2,Bachelor's,f,other,1,45,2.0,3,0,79
1529,HR,region_2,Bachelor's,f,other,1,29,5.0,3,0,46
6322,Operations,region_29,Bachelor's,m,sourcing,1,30,5.0,5,0,68
47490,Operations,region_7,Master's & above,f,sourcing,1,47,3.0,20,0,63
44093,Operations,region_7,Bachelor's,m,other,1,34,5.0,5,0,62
52729,Operations,region_7,Bachelor's,f,other,1,34,5.0,5,0,60
34946,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,45,2.0,7,0,46
6691,Procurement,region_27,Bachelor's,m,other,2,34,3.0,4,0,70
63105,Technology,region_7,Bachelor's,m,referred,1,26,2.0,2,0,77
40365,Sales & Marketing,region_16,Bachelor's,m,other,1,29,2.0,2,0,52
13111,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,25,,1,0,55
28920,Procurement,region_26,Bachelor's,m,sourcing,1,35,3.0,5,0,70
34666,Technology,region_27,Bachelor's,m,sourcing,1,30,,1,0,79
48778,Operations,region_22,Bachelor's,m,sourcing,1,33,4.0,10,0,55
22397,Sales & Marketing,region_2,Master's & above,f,other,1,51,5.0,5,0,48
69126,Legal,region_22,Bachelor's,m,other,3,24,1.0,2,0,56
75130,Operations,region_7,Bachelor's,f,other,1,41,3.0,14,0,60
17649,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,42,2.0,16,0,47
15281,Sales & Marketing,region_17,Bachelor's,m,sourcing,4,26,1.0,2,0,47
69105,Operations,region_20,Bachelor's,m,sourcing,1,30,3.0,6,0,61
38170,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,50,1.0,6,0,47
34959,Technology,region_24,Bachelor's,f,other,1,37,2.0,9,0,84
65761,Sales & Marketing,region_28,Bachelor's,m,other,1,23,,1,0,51
46500,Technology,region_5,Bachelor's,f,sourcing,1,30,2.0,3,0,79
21046,Operations,region_4,Bachelor's,m,sourcing,1,36,4.0,9,0,63
47997,Sales & Marketing,region_4,Bachelor's,m,other,1,32,5.0,3,0,45
6273,Finance,region_22,Master's & above,m,other,1,32,2.0,3,0,63
15924,Sales & Marketing,region_23,Bachelor's,m,other,1,35,2.0,8,0,48
8515,Procurement,region_23,Master's & above,m,other,2,40,4.0,4,0,69
273,Operations,region_26,Bachelor's,f,sourcing,1,33,4.0,2,0,64
31930,Analytics,region_22,Bachelor's,m,sourcing,3,28,1.0,2,0,80
17554,Technology,region_27,Bachelor's,f,sourcing,1,31,1.0,6,0,81
18188,Sales & Marketing,region_2,Master's & above,f,other,1,45,1.0,12,0,53
51917,Operations,region_8,Bachelor's,f,other,1,26,5.0,4,0,62
76371,Technology,region_22,Master's & above,m,sourcing,1,39,5.0,2,0,77
28013,Procurement,region_17,Master's & above,f,sourcing,1,33,3.0,7,0,73
68486,Technology,region_15,Bachelor's,m,sourcing,2,30,5.0,2,0,84
60176,Procurement,region_15,Master's & above,f,other,1,34,5.0,8,0,67
6324,Sales & Marketing,region_2,Bachelor's,f,other,1,26,2.0,3,0,53
10734,Operations,region_22,Bachelor's,m,other,1,55,4.0,2,0,64
38369,Procurement,region_7,Bachelor's,m,other,1,38,2.0,7,0,74
8482,Analytics,region_24,Bachelor's,m,other,1,30,1.0,4,0,83
69724,Sales & Marketing,region_2,,f,other,2,45,1.0,12,0,53
3036,Sales & Marketing,region_17,Bachelor's,m,other,1,32,1.0,6,0,50
55197,Finance,region_2,Bachelor's,m,other,2,38,3.0,9,0,57
72654,Legal,region_26,Bachelor's,m,other,1,27,,1,0,55
18189,Technology,region_2,Bachelor's,m,sourcing,2,27,2.0,2,0,80
65887,Sales & Marketing,region_31,Bachelor's,m,other,1,30,3.0,2,0,51
28541,Technology,region_13,Master's & above,m,sourcing,2,33,1.0,4,0,79
17628,HR,region_22,Bachelor's,m,sourcing,1,34,3.0,7,0,49
31114,Procurement,region_13,Bachelor's,f,other,2,28,5.0,7,0,69
6161,HR,region_26,Bachelor's,m,sourcing,1,30,5.0,5,0,52
35451,Sales & Marketing,region_7,Bachelor's,m,other,1,33,3.0,4,0,50
36810,Finance,region_2,Bachelor's,m,other,2,30,3.0,6,0,61
56208,Procurement,region_20,Bachelor's,m,other,1,32,4.0,4,0,74
50015,Sales & Marketing,region_15,,m,sourcing,1,35,5.0,9,0,49
22653,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,33,1.0,5,0,50
27278,Operations,region_22,Master's & above,f,other,1,44,5.0,13,0,58
36242,HR,region_2,Below Secondary,m,other,1,21,,1,0,50
74251,Sales & Marketing,region_10,Master's & above,m,other,1,29,,1,0,48
5315,Technology,region_13,Bachelor's,m,sourcing,1,42,3.0,3,0,80
70003,Technology,region_17,Master's & above,m,sourcing,1,35,1.0,7,0,78
3842,Technology,region_2,Bachelor's,f,sourcing,1,46,1.0,6,0,77
57913,Operations,region_16,Below Secondary,f,other,1,23,5.0,2,0,58
66286,Operations,region_13,Master's & above,m,sourcing,1,45,3.0,8,0,73
29046,Technology,region_7,Bachelor's,f,other,3,31,3.0,5,0,82
18088,HR,region_10,Master's & above,m,sourcing,1,29,5.0,3,0,49
56165,Finance,region_22,Bachelor's,m,other,1,29,3.0,6,0,66
20572,Technology,region_30,Bachelor's,m,other,1,28,3.0,5,0,78
22539,Operations,region_13,Bachelor's,m,other,1,54,5.0,11,0,56
11437,Procurement,region_2,Master's & above,m,sourcing,1,60,3.0,7,0,67
10733,Analytics,region_23,Bachelor's,m,other,2,34,3.0,6,0,82
4583,Sales & Marketing,region_22,Master's & above,m,sourcing,1,48,5.0,4,0,49
49888,Technology,region_2,Bachelor's,f,sourcing,1,51,1.0,8,0,82
56108,Sales & Marketing,region_7,,m,sourcing,1,22,,1,0,46
34511,Operations,region_2,Bachelor's,f,sourcing,1,40,2.0,12,0,64
71184,Procurement,region_7,Master's & above,f,other,1,44,2.0,10,0,67
57417,Operations,region_19,Bachelor's,m,other,1,38,2.0,9,0,56
9362,Technology,region_10,Master's & above,f,sourcing,1,40,4.0,6,0,77
57492,Sales & Marketing,region_21,,m,sourcing,1,30,2.0,5,0,47
51904,Sales & Marketing,region_27,Bachelor's,f,sourcing,2,27,2.0,2,0,51
42867,Technology,region_32,Bachelor's,m,other,1,30,3.0,9,0,77
75351,Operations,region_7,Bachelor's,f,other,1,50,3.0,2,0,59
23541,Procurement,region_2,Bachelor's,f,other,3,25,3.0,3,0,71
6645,Sales & Marketing,region_19,Bachelor's,m,other,2,37,3.0,7,0,47
34690,Technology,region_31,Bachelor's,m,sourcing,1,32,1.0,4,0,82
73635,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,34,2.0,4,0,53
44376,Sales & Marketing,region_22,Master's & above,m,other,1,44,1.0,12,0,50
59845,Technology,region_2,Below Secondary,m,sourcing,3,24,4.0,3,0,76
142,Sales & Marketing,region_13,Bachelor's,m,other,1,43,5.0,5,0,90
61001,Finance,region_22,Master's & above,m,other,1,33,5.0,9,0,60
34811,Sales & Marketing,region_4,Master's & above,f,other,1,41,4.0,10,0,52
50144,Operations,region_2,Bachelor's,f,other,1,57,3.0,11,0,59
57546,Operations,region_12,Bachelor's,m,sourcing,1,33,4.0,4,0,61
66783,Operations,region_27,Bachelor's,f,sourcing,1,45,5.0,5,0,61
53710,Operations,region_23,Master's & above,m,sourcing,1,35,4.0,2,0,59
18590,Procurement,region_26,Bachelor's,m,other,2,26,,1,0,72
53762,Sales & Marketing,region_12,Bachelor's,m,other,3,28,,1,0,45
63252,Procurement,region_2,Below Secondary,f,sourcing,1,22,3.0,2,0,72
51337,Sales & Marketing,region_2,,f,sourcing,1,26,1.0,3,0,46
29907,Operations,region_2,Master's & above,m,sourcing,1,43,4.0,6,0,61
69443,Operations,region_8,Master's & above,f,other,1,37,5.0,5,0,59
42405,Operations,region_13,Master's & above,f,other,1,40,1.0,12,0,59
6230,Sales & Marketing,region_7,Bachelor's,m,sourcing,4,35,2.0,4,0,45
63119,Technology,region_15,Bachelor's,m,sourcing,1,30,3.0,4,0,81
60237,Technology,region_2,Bachelor's,m,other,1,50,2.0,7,0,79
22371,Technology,region_28,Bachelor's,m,other,1,28,3.0,2,0,74
44294,Analytics,region_22,,m,other,1,27,3.0,3,0,87
7711,Legal,region_26,Below Secondary,m,other,1,26,3.0,2,0,65
48662,Finance,region_7,Master's & above,m,other,1,36,2.0,4,0,58
4303,Procurement,region_2,Master's & above,m,sourcing,1,36,5.0,10,0,63
54384,Operations,region_6,Bachelor's,f,other,1,28,3.0,3,0,58
9333,Operations,region_13,Bachelor's,m,other,3,37,5.0,8,0,68
73831,Analytics,region_28,Master's & above,m,other,1,30,2.0,2,0,83
29287,Technology,region_5,Master's & above,f,sourcing,1,40,3.0,9,0,78
47971,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,26,3.0,4,0,45
61095,Analytics,region_15,,m,sourcing,2,30,4.0,4,0,84
9845,Procurement,region_7,Bachelor's,f,sourcing,1,32,3.0,10,0,67
49271,Sales & Marketing,region_23,Bachelor's,m,other,3,32,3.0,4,0,52
15922,Operations,region_19,Bachelor's,m,sourcing,2,33,5.0,2,0,62
51255,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,35,3.0,7,0,46
63266,HR,region_22,Master's & above,m,sourcing,1,36,4.0,4,0,46
31397,Operations,region_21,Bachelor's,f,other,1,43,5.0,7,0,58
16187,Sales & Marketing,region_1,Master's & above,m,other,1,40,2.0,7,0,50
21640,R&D,region_26,Master's & above,m,other,1,33,3.0,3,0,86
28641,Sales & Marketing,region_31,Bachelor's,f,other,4,30,,1,0,48
8487,Sales & Marketing,region_4,Bachelor's,m,other,1,57,2.0,25,0,54
31214,Technology,region_10,Master's & above,m,other,1,36,3.0,7,0,83
48184,Operations,region_5,Bachelor's,m,other,1,26,3.0,2,0,58
11423,Procurement,region_34,Bachelor's,m,sourcing,1,30,3.0,2,0,67
24477,Analytics,region_2,Bachelor's,m,sourcing,1,25,,1,0,83
53641,Sales & Marketing,region_22,Master's & above,m,other,1,30,5.0,2,0,50
71048,Sales & Marketing,region_7,Master's & above,f,other,1,32,3.0,9,0,48
29908,Finance,region_4,Master's & above,m,other,1,32,5.0,4,1,90
11421,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,43,3.0,7,0,48
69880,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,29,3.0,6,0,50
43467,Sales & Marketing,region_32,,m,other,1,28,3.0,4,0,49
58776,Operations,region_34,Bachelor's,m,sourcing,1,30,3.0,4,0,61
32388,Operations,region_13,Bachelor's,f,other,1,31,3.0,5,0,62
3906,Procurement,region_4,Master's & above,m,other,1,46,3.0,18,0,65
59379,Procurement,region_15,Bachelor's,f,sourcing,1,39,3.0,7,0,69
18864,Sales & Marketing,region_2,Bachelor's,f,other,1,34,5.0,8,0,50
44694,Sales & Marketing,region_26,Bachelor's,f,other,1,27,5.0,4,0,52
45723,Sales & Marketing,region_16,Bachelor's,m,other,1,56,3.0,2,0,51
39491,Sales & Marketing,region_16,Master's & above,m,sourcing,1,34,4.0,3,0,49
46761,Operations,region_2,Master's & above,m,other,2,44,3.0,15,0,57
44553,Operations,region_12,Bachelor's,f,other,1,31,3.0,4,0,57
23007,Legal,region_22,Master's & above,m,other,1,44,2.0,3,0,62
16523,Sales & Marketing,region_1,Bachelor's,f,sourcing,1,25,,1,0,50
59889,Procurement,region_2,Master's & above,f,other,1,43,3.0,10,0,69
10440,Operations,region_31,Bachelor's,m,other,1,33,4.0,6,0,56
32503,Sales & Marketing,region_4,Bachelor's,m,other,1,27,3.0,7,0,51
21812,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,38,1.0,10,0,46
43101,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,29,,1,0,51
11289,Finance,region_2,Bachelor's,m,sourcing,2,32,4.0,5,0,61
58968,Analytics,region_6,Bachelor's,f,sourcing,1,28,4.0,3,0,86
50029,HR,region_28,Bachelor's,f,other,1,27,,1,0,51
20335,Operations,region_2,Bachelor's,m,sourcing,2,35,4.0,8,0,60
73984,Technology,region_2,Bachelor's,f,other,2,27,4.0,2,0,81
58598,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,44,3.0,4,0,48
6119,Operations,region_10,Bachelor's,m,sourcing,1,31,5.0,2,0,63
34198,Procurement,region_2,Master's & above,m,other,1,58,4.0,18,0,67
31400,HR,region_5,Bachelor's,m,sourcing,1,24,,1,0,50
32355,Technology,region_2,Bachelor's,m,sourcing,1,27,1.0,4,0,79
47681,Procurement,region_2,Bachelor's,f,other,1,45,3.0,17,0,72
37168,Sales & Marketing,region_2,Bachelor's,m,other,3,35,3.0,10,0,49
51989,Procurement,region_2,Bachelor's,f,sourcing,1,26,2.0,3,0,72
5403,Operations,region_31,Bachelor's,m,other,1,35,4.0,3,1,56
20120,Sales & Marketing,region_9,Master's & above,m,sourcing,1,28,3.0,4,0,51
56904,Operations,region_22,Bachelor's,m,sourcing,1,26,4.0,2,0,64
69459,Procurement,region_23,Master's & above,m,other,1,32,5.0,7,0,78
76770,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,32,3.0,7,1,46
75602,Procurement,region_5,Bachelor's,m,other,1,29,3.0,2,0,69
23430,Sales & Marketing,region_7,Bachelor's,m,other,1,39,4.0,9,0,47
58948,Technology,region_22,Bachelor's,m,referred,1,26,5.0,3,0,77
15836,R&D,region_32,Master's & above,m,other,2,29,1.0,2,0,84
3748,Sales & Marketing,region_5,Bachelor's,m,other,1,42,3.0,16,0,48
4900,Procurement,region_7,Master's & above,m,other,1,53,3.0,11,0,67
43669,Procurement,region_2,Bachelor's,m,other,2,44,5.0,15,0,71
31608,Sales & Marketing,region_28,,m,sourcing,1,33,5.0,9,0,46
43371,Sales & Marketing,region_30,Bachelor's,m,other,1,35,1.0,7,0,48
54695,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,35,3.0,4,0,48
54406,Analytics,region_22,Bachelor's,m,other,2,29,1.0,4,0,85
28634,Analytics,region_14,Bachelor's,m,other,1,33,4.0,8,0,86
13738,Operations,region_13,Bachelor's,m,sourcing,1,31,,1,0,59
31629,Technology,region_2,Bachelor's,f,other,1,30,3.0,2,0,76
56834,Finance,region_2,Master's & above,m,sourcing,1,39,3.0,6,0,63
37476,Analytics,region_29,Bachelor's,m,other,1,34,3.0,8,0,85
2906,Operations,region_31,Bachelor's,m,other,1,26,4.0,3,0,54
59388,Operations,region_7,Bachelor's,f,other,1,40,3.0,6,0,58
61627,HR,region_7,Bachelor's,f,other,1,32,5.0,4,0,53
44231,Finance,region_7,Bachelor's,m,other,1,31,3.0,7,0,59
57672,Analytics,region_28,,m,sourcing,1,28,5.0,4,0,86
39502,Operations,region_31,Master's & above,m,other,2,43,1.0,14,0,60
66480,Operations,region_7,Master's & above,m,other,1,42,4.0,9,0,77
31730,Technology,region_22,Bachelor's,m,other,1,34,2.0,9,0,76
25005,Sales & Marketing,region_34,Bachelor's,m,other,3,28,3.0,2,0,54
59233,Procurement,region_15,Master's & above,f,other,1,36,4.0,8,0,71
74575,Operations,region_13,Bachelor's,f,other,1,46,2.0,3,0,60
17004,Procurement,region_7,Bachelor's,m,sourcing,1,35,5.0,6,0,74
